dep;pro;can;ciu;area;zona;v00;p00;p02;p03;p04;p07;p06;p08;p09;p10;p11;p14;p15;p16;p17;p18;p20;p21;p23m;p23a;p05;i10p;i13p;p06nue;p07nue;p08nue;folio
9;99;1;0;2;0;0;8;9;1;19;302;99;302;0;1;2;45;1;4425;1112;1;88;88;88;88;1;27;11;1;0;0;1158163
9;99;1;0;2;0;0;15;0;1;19;43;99;43;5;1;2;33;1;9974;9105;2;88;88;88;88;1;29;99;1;1;2;1158165
9;99;1;0;2;0;0;1;0;1;29;88;99;99;1;1;2;56;1;9974;9105;2;88;88;88;88;2;29;99;1;1;1;1158165
9;99;1;0;2;0;0;2;0;2;19;88;99;88;1;1;2;55;5;8888;8888;8;1;1;5;76;2;29;99;1;1;1;1158165
9;99;1;0;2;0;0;3;0;2;0;88;99;888;0;8;8;98;9;8888;8888;8;88;88;88;88;8;29;99;1;1;0;1158165
9;99;1;0;2;0;0;4;0;1;19;89;99;89;1;1;2;45;1;9974;9105;2;88;88;88;88;1;29;99;1;2;2;1158165
9;99;1;0;2;0;0;5;0;1;19;87;99;87;1;1;2;49;1;9974;9105;2;88;88;88;88;1;29;99;1;1;1;1158165
9;99;1;0;2;0;0;6;0;1;20;89;99;89;1;1;2;45;1;9974;9105;2;88;88;88;88;1;29;99;1;2;1;1158165
9;99;1;0;2;0;0;7;0;1;17;88;99;88;1;1;2;46;1;9974;9105;2;88;88;88;88;1;29;99;1;1;1;1158165
9;99;1;0;2;0;0;8;0;1;18;92;99;92;1;1;2;43;1;9974;9105;2;88;88;88;88;1;29;99;1;2;1;1158165
9;99;1;0;2;0;0;9;0;1;17;88;99;88;1;1;2;46;1;9974;9105;2;88;88;88;88;1;29;99;1;1;1;1158165
9;99;1;0;2;0;0;10;0;1;17;11;99;11;5;1;2;32;1;9974;9105;2;88;88;88;88;1;29;99;1;1;1;1158165
9;99;1;0;2;0;0;11;0;1;16;88;99;88;1;1;2;45;1;9974;9105;2;88;88;88;88;1;29;99;1;1;1;1158165
9;99;1;0;2;0;0;12;0;1;19;90;99;90;1;1;2;99;1;9974;9105;2;88;88;88;88;1;29;99;1;1;1;1158165
9;99;1;0;2;0;0;13;0;1;17;89;99;89;1;1;2;46;1;9974;9105;2;88;88;88;88;1;29;99;1;2;1;1158165
9;99;1;0;2;0;0;14;0;1;18;87;99;87;1;1;2;99;1;9974;9105;2;88;88;88;88;1;29;99;1;1;1;1158165
9;99;1;0;2;0;0;1;1;1;47;302;99;99;0;1;2;99;1;4425;1112;1;88;88;88;88;2;1;11;1;0;1;1158166
9;99;1;0;2;0;0;2;3;1;10;98;99;99;0;2;2;0;5;8888;8888;8;88;88;88;88;8;1;11;1;1;1;1158166
9;99;1;0;2;0;0;3;3;1;7;99;99;99;0;2;2;0;9;8888;8888;8;88;88;88;88;8;1;11;1;1;1;1158166
9;99;1;0;2;0;0;4;3;2;5;99;99;99;0;2;2;0;9;8888;8888;8;88;88;88;88;8;1;11;1;1;1;1158166
9;99;1;0;2;0;0;5;3;2;3;99;99;888;0;8;8;98;9;8888;8888;8;88;88;88;88;8;1;11;1;1;0;1158166
9;99;1;0;2;0;0;1;1;1;30;302;99;302;0;1;2;99;1;4425;1112;1;88;88;88;88;2;2;11;1;0;0;1158167
9;99;1;0;2;0;0;2;2;2;16;84;99;84;0;2;2;0;5;8888;8888;8;0;0;99;0;2;2;11;1;1;1;1158167
9;99;1;0;2;0;0;1;1;1;35;302;99;302;0;2;2;0;1;4101;1112;1;88;88;88;88;2;3;11;1;0;0;1158168
9;99;1;0;2;0;0;2;2;2;33;302;99;302;0;1;2;99;5;8888;8888;8;0;0;99;0;2;3;11;1;0;0;1158168
9;99;1;0;2;0;0;1;1;1;52;319;99;319;1;1;2;99;1;4425;1112;1;88;88;88;88;1;4;11;1;0;0;1158169
9;99;1;0;2;0;0;1;1;1;54;302;99;88;0;2;2;0;1;4425;1112;1;88;88;88;88;2;7;11;1;0;1;1158172
9;99;1;0;2;0;0;2;2;2;48;302;99;88;0;2;2;0;5;8888;8888;8;8;7;9;75;2;7;11;1;0;1;1158172
9;99;1;0;2;0;0;3;3;2;12;97;99;88;0;2;2;0;5;8888;8888;8;0;0;99;0;1;7;11;1;1;1;1158172
9;99;1;0;2;0;0;4;3;1;11;98;99;88;0;2;2;0;9;8888;8888;8;88;88;88;88;8;7;11;1;1;1;1158172
9;99;1;0;2;0;0;5;3;1;9;98;99;88;0;2;2;0;9;8888;8888;8;88;88;88;88;8;7;11;1;1;1;1158172
9;99;1;0;2;0;0;6;3;2;7;99;99;88;0;2;2;0;5;8888;8888;8;88;88;88;88;8;7;11;1;1;1;1158172
9;99;1;0;2;0;0;7;3;2;6;99;99;88;0;2;2;0;9;8888;8888;8;88;88;88;88;8;7;11;1;1;1;1158172
9;99;1;0;2;0;0;8;3;2;3;88;99;888;0;8;8;98;9;8888;8888;8;88;88;88;88;8;7;11;1;1;0;1158172
9;99;1;0;2;0;0;9;3;1;1;99;99;888;0;8;8;98;9;8888;8888;8;88;88;88;88;8;7;11;1;1;0;1158172
9;99;1;0;2;0;0;1;1;1;59;302;99;99;0;2;2;0;1;3011;6203;4;88;88;88;88;2;8;11;1;0;1;1158173
9;99;1;0;2;0;0;2;2;2;51;302;99;99;0;2;2;0;5;8888;8888;8;16;11;7;61;2;8;11;1;0;1;1158173
9;99;1;0;2;0;0;3;3;1;20;302;99;99;0;2;2;0;1;4425;1112;3;88;88;88;88;1;8;11;1;0;1;1158173
9;99;1;0;2;0;0;4;9;1;38;302;99;302;0;1;2;99;1;4003;1112;4;88;88;88;88;2;8;11;1;0;0;1158173
9;99;1;0;2;0;0;1;1;1;24;302;99;302;0;2;2;0;1;4425;1112;1;88;88;88;88;2;9;11;1;0;0;1158174
9;99;1;0;2;0;0;2;2;2;22;302;99;302;0;2;2;0;5;8888;8888;8;1;1;8;76;2;9;11;1;0;0;1158174
9;99;1;0;2;0;0;3;3;1;0;99;99;888;0;8;8;98;9;8888;8888;8;88;88;88;88;8;9;11;1;1;0;1158174
9;99;1;0;2;0;0;1;1;1;24;302;99;302;0;2;2;0;1;4425;1112;1;88;88;88;88;2;10;11;1;0;0;1158175
9;99;1;0;2;0;0;2;2;2;17;302;99;302;0;2;2;0;5;8888;8888;8;3;2;8;76;2;10;11;1;0;0;1158175
9;99;1;0;2;0;0;3;3;1;0;99;99;888;0;8;8;98;9;8888;8888;8;88;88;88;88;8;10;11;1;1;0;1158175
9;99;1;0;2;0;0;4;3;2;2;302;99;888;0;8;8;98;9;8888;8888;8;88;88;88;88;8;10;11;1;0;0;1158175
9;99;1;0;2;0;0;5;7;1;23;302;99;302;0;2;2;0;1;4425;1112;1;88;88;88;88;1;10;11;1;0;0;1158175
9;99;1;0;2;0;0;1;1;1;25;302;99;302;0;2;2;0;1;4425;1112;1;88;88;88;88;2;11;11;1;0;0;1158176
9;99;1;0;2;0;0;2;2;2;21;302;99;302;0;2;2;0;5;8888;8888;8;1;1;8;76;2;11;11;1;0;0;1158176
9;99;1;0;2;0;0;3;3;1;0;99;99;888;0;8;8;98;9;8888;8888;8;88;88;88;88;8;11;11;1;1;0;1158176
9;99;1;0;2;0;0;4;9;1;20;302;99;302;0;2;2;0;1;4425;1112;1;88;88;88;88;1;11;11;1;0;0;1158176
9;99;1;0;2;0;0;1;1;1;46;94;99;98;1;1;2;46;1;4101;1112;1;88;88;88;88;2;13;11;1;1;1;1158178
9;99;1;0;2;0;0;2;2;2;42;302;99;98;0;2;2;0;5;8888;8888;8;4;4;8;74;2;13;11;1;0;1;1158178
9;99;1;0;2;0;0;3;3;2;6;98;99;98;0;2;2;0;9;8888;8888;8;88;88;88;88;8;13;11;1;1;1;1158178
9;99;1;0;2;0;0;4;3;2;7;98;99;98;0;2;2;0;5;8888;8888;8;88;88;88;88;8;13;11;1;1;1;1158178
9;99;1;0;2;0;0;5;3;2;4;98;99;888;0;8;8;98;9;8888;8888;8;88;88;88;88;8;13;11;1;1;0;1158178
9;99;1;0;2;0;0;6;3;1;2;98;99;888;0;8;8;98;9;8888;8888;8;88;88;88;88;8;13;11;1;1;0;1158178
9;99;1;0;2;0;0;7;3;1;22;302;99;98;0;2;2;0;1;4425;1112;1;88;88;88;88;1;13;11;1;0;1;1158178
9;99;1;0;2;0;0;8;3;1;16;95;99;98;0;2;2;0;1;4425;1112;1;88;88;88;88;1;13;11;1;1;1;1158178
9;99;1;0;2;0;0;9;9;2;20;302;99;98;0;2;2;0;5;8888;8888;8;2;2;5;75;2;13;11;1;0;1;1158178
9;99;1;0;2;0;0;10;5;1;2;99;99;888;0;8;8;98;9;8888;8888;8;88;88;88;88;8;13;11;1;1;0;1158178
9;99;1;0;2;0;0;11;5;1;1;99;99;888;0;8;8;98;9;8888;8888;8;88;88;88;88;8;13;11;1;1;0;1158178
9;99;1;0;2;0;0;1;1;1;25;302;99;99;0;1;2;45;1;4425;1112;1;88;88;88;88;2;14;11;1;0;1;1158179
9;99;1;0;2;0;0;2;2;2;20;302;99;302;0;2;2;0;5;8888;8888;8;3;3;3;76;2;14;11;1;0;0;1158179
9;99;1;0;2;0;0;3;3;2;5;302;99;302;0;2;2;0;9;8888;8888;8;88;88;88;88;8;14;11;1;0;0;1158179
9;99;1;0;2;0;0;4;3;2;4;99;99;888;0;8;8;98;9;8888;8888;8;88;88;88;88;8;14;11;1;1;0;1158179
9;99;1;0;2;0;0;5;3;2;0;99;99;888;0;8;8;98;9;8888;8888;8;88;88;88;88;8;14;11;1;1;0;1158179
9;99;1;0;2;0;0;1;1;1;50;302;99;302;0;2;2;0;1;4425;1112;1;88;88;88;88;2;15;11;1;0;0;1158180
9;99;1;0;2;0;0;2;2;2;30;302;99;302;0;2;2;0;5;8888;8888;8;7;7;7;74;2;15;11;1;0;0;1158180
9;99;1;0;2;0;0;3;3;2;14;99;99;302;0;2;2;0;5;8888;8888;8;0;0;99;0;1;15;11;1;1;0;1158180
9;99;1;0;2;0;0;4;3;1;10;99;99;302;0;2;2;0;9;8888;8888;8;88;88;88;88;8;15;11;1;1;0;1158180
9;99;1;0;2;0;0;5;3;2;8;99;99;302;0;2;2;0;5;8888;8888;8;88;88;88;88;8;15;11;1;1;0;1158180
9;99;1;0;2;0;0;6;3;1;6;99;99;302;0;2;2;0;9;8888;8888;8;88;88;88;88;8;15;11;1;1;0;1158180
9;99;1;0;2;0;0;7;3;2;2;99;99;888;0;8;8;98;9;8888;8888;8;88;88;88;88;8;15;11;1;1;0;1158180
9;99;1;0;2;0;0;1;1;1;63;302;99;99;0;2;2;0;1;4425;1112;1;88;88;88;88;2;17;11;1;0;1;1158182
9;99;1;0;2;0;0;2;2;2;45;302;99;99;0;2;2;0;5;8888;8888;8;11;4;12;68;2;17;11;1;0;1;1158182
9;99;1;0;2;0;0;3;3;2;17;302;99;99;0;2;2;0;5;8888;8888;8;0;0;99;0;1;17;11;1;0;1;1158182
9;99;1;0;2;0;0;4;3;1;16;302;99;99;0;2;2;0;1;4425;1112;1;88;88;88;88;1;17;11;1;0;1;1158182
9;99;1;0;2;0;0;5;3;1;7;99;99;99;0;2;2;0;9;8888;8888;8;88;88;88;88;8;17;11;1;1;1;1158182
9;99;1;0;2;0;0;1;1;1;36;302;99;302;0;1;2;46;1;3011;6203;4;88;88;88;88;2;18;11;1;0;0;1158183
9;99;1;0;2;0;0;2;2;2;21;302;302;302;0;1;2;45;5;8888;8888;8;2;2;7;76;2;18;11;0;0;0;1158183
9;99;1;0;2;0;0;3;3;2;3;302;99;888;0;8;8;98;9;8888;8888;8;88;88;88;88;8;18;11;1;0;0;1158183
9;99;1;0;2;0;0;4;3;2;0;99;99;888;0;8;8;98;9;8888;8888;8;88;88;88;88;8;18;11;1;1;0;1158183
9;99;1;0;2;0;0;5;9;1;52;302;99;99;0;1;2;44;1;3011;6203;4;88;88;88;88;1;18;11;1;0;1;1158183
9;99;1;0;2;0;0;6;9;1;22;302;99;99;0;1;2;44;1;3011;6203;4;88;88;88;88;1;18;11;1;0;1;1158183
9;99;1;0;2;0;0;1;1;1;30;302;99;302;0;2;2;0;1;4425;1112;1;88;88;88;88;2;21;11;1;0;0;1158186
9;99;1;0;2;0;0;2;2;2;17;302;99;302;0;2;2;0;5;8888;8888;8;0;0;99;0;2;21;11;1;0;0;1158186
9;99;1;0;2;0;0;1;1;1;30;302;99;99;0;2;2;0;1;4425;1112;1;88;88;88;88;2;23;11;1;0;1;1158188
9;99;1;0;2;0;0;2;2;2;20;302;99;99;0;2;2;0;5;8888;8888;8;7;5;5;76;2;23;11;1;0;1;1158188
9;99;1;0;2;0;0;3;3;2;6;302;99;99;0;2;2;0;9;8888;8888;8;88;88;88;88;8;23;11;1;0;1;1158188
9;99;1;0;2;0;0;4;3;2;4;99;99;888;0;8;8;98;9;8888;8888;8;88;88;88;88;8;23;11;1;1;0;1158188
9;99;1;0;2;0;0;5;3;1;3;99;99;888;0;8;8;98;9;8888;8888;8;88;88;88;88;8;23;11;1;1;0;1158188
9;99;1;0;2;0;0;6;3;2;2;99;99;888;0;8;8;98;9;8888;8888;8;88;88;88;88;8;23;11;1;1;0;1158188
9;99;1;0;2;0;0;7;3;1;0;99;99;888;0;8;8;98;9;8888;8888;8;88;88;88;88;8;23;11;1;1;0;1158188
9;99;1;0;2;0;0;1;1;1;40;302;99;99;0;2;2;0;1;4425;1112;1;88;88;88;88;2;24;11;1;0;1;1158189
9;99;1;0;2;0;0;2;2;2;32;302;99;99;0;2;2;0;5;8888;8888;8;6;5;10;73;2;24;11;1;0;1;1158189
9;99;1;0;2;0;0;3;3;1;17;302;99;99;0;2;2;0;1;4425;1112;3;88;88;88;88;1;24;11;1;0;1;1158189
9;99;1;0;2;0;0;4;3;2;16;302;99;99;0;2;2;0;5;8888;8888;8;0;0;99;0;1;24;11;1;0;1;1158189
9;99;1;0;2;0;0;5;3;2;13;302;99;99;0;2;2;0;5;8888;8888;8;0;0;99;0;1;24;11;1;0;1;1158189
9;99;1;0;2;0;0;6;3;1;11;302;99;99;0;2;2;0;9;8888;8888;8;88;88;88;88;8;24;11;1;0;1;1158189
9;99;1;0;2;0;0;7;3;2;2;99;99;888;0;8;8;98;9;8888;8888;8;88;88;88;88;8;24;11;1;1;0;1158189
9;99;1;0;2;0;0;1;1;1;55;302;99;95;0;2;2;0;1;4425;1112;1;88;88;88;88;1;25;11;1;0;1;1158190
9;99;1;0;2;0;0;2;3;1;17;302;99;95;0;2;2;0;1;4425;1112;3;88;88;88;88;1;25;11;1;0;1;1158190
9;99;1;0;2;0;0;3;3;1;16;302;99;95;0;2;2;0;1;4425;1112;3;88;88;88;88;1;25;11;1;0;1;1158190
9;99;1;0;2;0;0;4;3;1;10;95;99;95;0;2;2;0;9;8888;8888;8;88;88;88;88;8;25;11;1;1;1;1158190
9;99;1;0;2;0;0;1;1;1;28;302;99;95;0;2;2;0;1;6324;3310;1;88;88;88;88;2;26;11;1;0;1;1158191
9;99;1;0;2;0;0;2;2;2;20;302;99;95;0;2;2;0;5;8888;8888;8;4;2;2;76;2;26;11;1;0;1;1158191
9;99;1;0;2;0;0;3;3;2;3;99;99;888;0;8;8;98;9;8888;8888;8;88;88;88;88;8;26;11;1;1;0;1158191
9;99;1;0;2;0;0;4;3;2;0;99;99;888;0;8;8;98;9;8888;8888;8;88;88;88;88;8;26;11;1;1;0;1158191
9;99;1;0;2;0;0;1;1;1;55;302;99;99;0;2;2;0;1;4425;1112;1;88;88;88;88;2;28;11;1;0;1;1158193
9;99;1;0;2;0;0;2;2;2;46;302;99;99;0;2;2;0;5;8888;8888;8;4;4;1;54;2;28;11;1;0;1;1158193
9;99;1;0;2;0;0;3;9;1;35;302;99;302;0;2;2;0;1;6301;3824;1;88;88;88;88;2;28;11;1;0;0;1158193
9;99;1;0;2;0;0;4;9;1;31;302;99;302;0;2;2;0;1;6301;3824;1;88;88;88;88;2;28;11;1;0;0;1158193
9;99;1;0;2;0;0;5;9;1;25;302;99;302;0;2;2;0;1;3011;6203;4;88;88;88;88;2;28;11;1;0;0;1158193
9;99;1;0;2;0;0;6;9;2;19;302;99;302;0;2;2;0;5;8888;8888;8;0;0;99;0;2;28;11;1;0;0;1158193
9;99;1;0;2;0;0;7;9;2;18;302;99;302;0;2;2;0;5;8888;8888;8;0;0;99;0;2;28;11;1;0;0;1158193
9;99;1;0;2;0;0;8;9;1;19;302;99;302;0;2;2;0;1;4425;1112;1;88;88;88;88;1;28;11;1;0;0;1158193
9;99;1;0;2;0;0;1;1;1;60;302;99;98;0;2;2;0;1;4101;1112;1;88;88;88;88;2;29;11;1;0;1;1158194
9;99;1;0;2;0;0;2;2;2;44;302;99;98;0;2;2;0;5;8888;8888;8;9;8;9;74;2;29;11;1;0;1;1158194
9;99;1;0;2;0;0;3;3;1;10;302;99;98;0;2;2;0;9;8888;8888;8;88;88;88;88;8;29;11;1;0;1;1158194
9;99;1;0;2;0;0;4;3;2;8;98;99;98;0;2;2;0;5;8888;8888;8;88;88;88;88;8;29;11;1;1;1;1158194
9;99;1;0;2;0;0;5;3;2;2;99;99;888;0;8;8;98;9;8888;8888;8;88;88;88;88;8;29;11;1;1;0;1158194
9;99;1;0;2;0;0;6;3;2;23;302;99;99;0;2;2;0;5;8888;8888;8;5;4;3;74;2;29;11;1;0;1;1158194
9;99;1;0;2;0;0;7;4;1;39;302;99;99;0;2;2;0;1;4101;1112;1;88;88;88;88;2;29;11;1;0;1;1158194
9;99;1;0;2;0;0;8;5;2;8;98;99;99;0;2;2;0;5;8888;8888;8;88;88;88;88;8;29;11;1;1;1;1158194
9;99;1;0;2;0;0;9;5;2;7;98;99;99;0;2;2;0;5;8888;8888;8;88;88;88;88;8;29;11;1;1;1;1158194
9;99;1;0;2;0;0;10;5;2;2;99;99;888;0;8;8;98;9;8888;8888;8;88;88;88;88;8;29;11;1;1;0;1158194
9;99;1;0;2;0;0;11;9;2;14;99;99;99;0;2;2;0;5;8888;8888;8;0;0;99;0;1;29;11;1;1;1;1158194
9;99;1;0;2;0;0;12;9;1;12;99;99;98;0;2;2;0;9;8888;8888;8;88;88;88;88;1;29;11;1;1;1;1158194
9;99;1;0;2;0;0;13;9;2;12;98;99;98;0;2;2;0;5;8888;8888;8;0;0;99;0;1;29;11;1;1;1;1158194
9;99;1;0;2;0;0;1;1;1;46;302;99;99;0;2;2;0;1;4425;1112;1;88;88;88;88;2;30;11;1;0;1;1158195
9;99;1;0;2;0;0;2;2;2;46;302;99;98;0;2;2;0;5;8888;8888;8;4;4;6;68;2;30;11;1;0;1;1158195
9;99;1;0;2;0;0;3;3;1;13;302;99;98;0;2;2;0;1;4425;1112;3;88;88;88;88;1;30;11;1;0;1;1158195
9;99;1;0;2;0;0;4;3;1;12;302;99;98;0;2;2;0;1;4425;1112;3;88;88;88;88;1;30;11;1;0;1;1158195
9;99;1;0;2;0;0;1;1;1;43;302;99;99;0;2;2;0;1;4425;1112;1;88;88;88;88;2;32;11;1;0;1;1158197
9;99;1;0;2;0;0;2;2;2;40;302;99;99;0;2;2;0;5;8888;8888;8;10;8;8;74;2;32;11;1;0;1;1158197
9;99;1;0;2;0;0;3;3;1;22;302;99;99;0;2;2;0;1;4425;1112;3;88;88;88;88;1;32;11;1;0;1;1158197
9;99;1;0;2;0;0;4;3;1;21;302;99;99;0;2;2;0;1;4425;1112;3;88;88;88;88;1;32;11;1;0;1;1158197
9;99;1;0;2;0;0;5;3;2;16;99;99;99;0;2;2;0;5;8888;8888;8;0;0;99;0;1;32;11;1;1;1;1158197
9;99;1;0;2;0;0;6;3;1;12;99;99;99;0;2;2;0;1;4425;1112;3;88;88;88;88;1;32;11;1;1;1;1158197
9;99;1;0;2;0;0;7;3;2;9;99;99;99;0;2;2;0;5;8888;8888;8;88;88;88;88;8;32;11;1;1;1;1158197
9;99;1;0;2;0;0;8;3;2;5;99;99;99;0;2;2;0;9;8888;8888;8;88;88;88;88;8;32;11;1;1;1;1158197
9;99;1;0;2;0;0;9;3;1;4;99;99;888;0;8;8;98;9;8888;8888;8;88;88;88;88;8;32;11;1;1;0;1158197
9;99;1;0;2;0;0;10;3;2;2;99;99;888;0;8;8;98;9;8888;8888;8;88;88;88;88;8;32;11;1;1;0;1158197
9;99;1;0;2;0;0;1;1;1;32;97;99;109;1;1;2;45;1;4425;1112;1;88;88;88;88;2;1;11;1;1;0;1158198
9;99;1;0;2;0;0;2;2;2;33;88;99;109;1;2;2;0;5;8888;8888;8;5;3;99;75;2;1;11;1;1;0;1158198
9;99;1;0;2;0;0;3;3;1;9;109;99;109;1;1;1;43;6;8888;8888;8;88;88;88;88;8;1;11;1;0;0;1158198
9;99;1;0;2;0;0;4;3;1;4;109;99;888;1;8;8;98;9;8888;8888;8;88;88;88;88;8;1;11;1;0;0;1158198
9;99;1;0;2;0;0;5;3;1;1;109;99;888;0;8;8;98;9;8888;8888;8;88;88;88;88;8;1;11;1;0;0;1158198
9;99;1;0;2;0;0;1;1;1;34;25;99;11;6;1;2;64;1;445;9318;2;88;88;88;88;2;2;11;1;1;1;1158199
9;99;1;0;2;0;0;2;2;2;26;89;99;11;1;1;2;99;1;451;9318;2;6;5;10;75;2;2;11;1;2;1;1158199
9;99;1;0;2;0;0;3;3;1;13;89;99;11;1;1;1;45;6;8888;8888;8;88;88;88;88;1;2;11;1;2;1;1158199
9;99;1;0;2;0;0;4;3;1;9;89;99;11;1;1;1;43;6;8888;8888;8;88;88;88;88;8;2;11;1;2;2;1158199
9;99;1;0;2;0;0;5;3;1;6;89;99;11;1;1;1;41;9;8888;8888;8;88;88;88;88;8;2;11;1;1;2;1158199
9;99;1;0;2;0;0;6;3;2;3;11;99;888;1;8;8;98;9;8888;8888;8;88;88;88;88;8;2;11;1;1;0;1158199
9;99;1;0;2;0;0;7;3;1;0;99;99;888;0;8;8;98;9;8888;8888;8;88;88;88;88;8;2;11;1;1;0;1158199
9;99;1;0;2;0;0;1;1;1;32;92;99;92;1;1;2;45;1;4425;1112;1;88;88;88;88;2;3;11;1;1;1;1158200
9;99;1;0;2;0;0;2;2;2;26;109;99;109;1;2;2;0;5;8888;8888;8;6;3;1;76;2;3;11;1;0;0;1158200
9;99;1;0;2;0;0;3;3;2;7;109;99;109;1;2;2;0;5;8888;8888;8;88;88;88;88;8;3;11;1;0;0;1158200
9;99;1;0;2;0;0;4;3;2;4;109;99;888;1;8;8;98;9;8888;8888;8;88;88;88;88;8;3;11;1;0;0;1158200
9;99;1;0;2;0;0;5;3;1;0;99;99;888;0;8;8;98;9;8888;8888;8;88;88;88;88;8;3;11;1;1;0;1158200
9;99;1;0;2;0;0;1;1;1;38;109;99;109;1;1;2;45;1;4425;1112;1;88;88;88;88;2;4;11;1;0;0;1158201
9;99;1;0;2;0;0;2;2;2;30;97;99;109;1;1;2;44;5;8888;8888;8;4;2;2;74;2;4;11;1;1;0;1158201
9;99;1;0;2;0;0;3;3;2;11;109;99;109;1;1;1;43;6;8888;8888;8;88;88;88;88;8;4;11;1;0;0;1158201
9;99;1;0;2;0;0;4;3;2;2;109;99;888;0;8;8;98;9;8888;8888;8;88;88;88;88;8;4;11;1;0;0;1158201
9;99;1;0;2;0;0;1;1;1;36;89;99;88;1;1;2;45;1;4425;1112;1;88;88;88;88;2;5;11;1;2;1;1158202
9;99;1;0;2;0;0;2;2;2;34;109;99;88;1;1;2;99;5;8888;8888;8;5;4;7;67;2;5;11;1;0;1;1158202
9;99;1;0;2;0;0;1;1;1;39;88;99;99;1;1;2;44;1;4425;1112;1;88;88;88;88;2;6;11;1;1;1;1158203
9;99;1;0;2;0;0;2;2;2;29;88;99;99;1;2;2;0;5;8888;8888;8;4;4;11;74;2;6;11;1;1;1;1158203
9;99;1;0;2;0;0;3;3;1;7;109;99;99;1;2;2;0;9;8888;8888;8;88;88;88;88;8;6;11;1;0;1;1158203
9;99;1;0;2;0;0;4;3;2;9;97;99;99;1;2;2;0;5;8888;8888;8;88;88;88;88;8;6;11;1;1;1;1158203
9;99;1;0;2;0;0;5;3;1;6;99;99;99;1;2;2;0;9;8888;8888;8;88;88;88;88;8;6;11;1;1;1;1158203
9;99;1;0;2;0;0;6;3;2;1;99;99;888;0;8;8;98;9;8888;8888;8;88;88;88;88;8;6;11;1;1;0;1158203
9;99;1;0;2;0;0;1;1;1;54;108;99;96;1;1;2;44;1;4425;1112;1;88;88;88;88;2;7;11;1;0;1;1158204
9;99;1;0;2;0;0;2;2;2;32;109;99;92;1;2;2;0;5;8888;8888;8;3;3;12;45;2;7;11;1;0;1;1158204
9;99;1;0;2;0;0;1;1;1;32;91;99;91;1;1;2;45;1;4425;1112;1;88;88;88;88;2;8;11;1;1;1;1158205
9;99;1;0;2;0;0;2;2;2;32;88;99;88;1;2;2;0;5;8888;8888;8;5;5;3;76;2;8;11;1;1;1;1158205
9;99;1;0;2;0;0;3;3;1;8;97;99;88;1;2;2;0;9;8888;8888;8;88;88;88;88;8;8;11;1;1;1;1158205
9;99;1;0;2;0;0;4;3;1;3;97;99;888;1;8;8;98;9;8888;8888;8;88;88;88;88;8;8;11;1;1;0;1158205
9;99;1;0;2;0;0;5;3;2;2;88;99;888;0;8;8;98;9;8888;8888;8;88;88;88;88;8;8;11;1;1;0;1158205
9;99;1;0;2;0;0;6;3;1;0;88;99;888;0;8;8;98;9;8888;8888;8;88;88;88;88;8;8;11;1;1;0;1158205
9;99;1;0;2;0;0;1;1;1;46;96;99;88;1;2;2;0;1;4425;1112;1;88;88;88;88;2;9;11;1;2;1;1158206
9;99;1;0;2;0;0;2;3;1;18;88;99;88;1;1;2;45;1;4425;1112;1;88;88;88;88;1;9;11;1;1;1;1158206
9;99;1;0;2;0;0;3;3;1;12;88;99;88;1;1;2;43;9;8888;8888;8;88;88;88;88;1;9;11;1;1;1;1158206
9;99;1;0;2;0;0;4;3;2;14;88;99;88;1;1;2;44;5;8888;8888;8;0;0;99;0;1;9;11;1;1;1;1158206
9;99;1;0;2;0;0;1;1;1;32;88;99;88;1;1;2;45;1;4425;1112;1;88;88;88;88;2;10;11;1;1;1;1158207
9;99;1;0;2;0;0;2;2;2;29;90;99;88;1;1;2;99;5;8888;8888;8;5;4;12;75;2;10;11;1;1;1;1158207
9;99;1;0;2;0;0;3;3;2;12;88;99;88;1;2;2;0;5;8888;8888;8;0;0;99;0;1;10;11;1;1;1;1158207
9;99;1;0;2;0;0;4;3;1;9;88;99;88;1;2;2;0;9;8888;8888;8;88;88;88;88;8;10;11;1;1;1;1158207
9;99;1;0;2;0;0;5;3;2;7;88;99;88;1;2;2;0;5;8888;8888;8;88;88;88;88;8;10;11;1;1;1;1158207
9;99;1;0;2;0;0;6;3;2;0;88;99;888;0;8;8;98;9;8888;8888;8;88;88;88;88;8;10;11;1;1;0;1158207
9;99;1;0;2;0;0;1;1;1;30;88;99;99;1;2;2;0;1;4425;1112;1;88;88;88;88;2;11;11;1;1;1;1158208
9;99;1;0;2;0;0;2;2;2;23;109;99;99;1;1;2;1;5;8888;8888;8;6;2;99;99;2;11;11;1;0;1;1158208
9;99;1;0;2;0;0;3;3;1;9;99;99;99;1;2;2;0;9;8888;8888;8;88;88;88;88;8;11;11;1;1;1;1158208
9;99;1;0;2;0;0;4;3;1;3;99;99;888;1;8;8;98;9;8888;8888;8;88;88;88;88;8;11;11;1;1;0;1158208
9;99;1;0;2;0;0;1;1;1;43;88;99;88;1;1;2;46;1;3011;6203;4;88;88;88;88;2;12;11;1;1;1;1158209
9;99;1;0;2;0;0;2;2;2;36;88;99;88;1;1;2;44;5;8888;8888;8;8;6;6;75;2;12;11;1;1;1;1158209
9;99;1;0;2;0;0;3;3;2;11;88;99;88;1;1;2;43;5;8888;8888;8;88;88;88;88;8;12;11;1;1;1;1158209
